City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kudahuvadhoo,2.6708,72.8944,80.37,68,15,10.87,MV,1676336156
366,chernyshevskiy,63.0128,112.4714,-25.06,100,100,2.46,RU,1676336156
367,abu kamal,34.4506,40.9171,44.85,36,92,2.46,SY,1676336156
368,hornepayne,49.2138,-84.7705,17.46,96,18,4.54,CA,1676336157
369,kutum,14.2,24.6667,57.94,30,67,8.55,SD,1676336157
370,redding,40.5865,-122.3917,60.03,32,55,8.99,US,1676336106
371,ocos,14.5094,-92.1933,78.98,71,0,8.03,GT,1676335980
372,helong,42.5397,128.9972,14.52,58,6,12.53,CN,1676336158
373,souillac,-20.5167,57.5167,77.38,83,75,4.61,MU,1676335925
374,qunduz,36.729,68.857,41.27,77,100,2.42,AF,1676336158
375,shadegan,30.6497,48.6647,53.55,43,100,13.11,IR,1676336159
376,almansa,38.8692,-1.0971,39.85,90,90,6.71,ES,1676336159
377,vestmannaeyjar,63.4427,-20.2734,43.75,78,100,19.39,IS,1676336160
378,yulara,-25.2406,130.9889,93.58,19,29,12.06,AU,1676335772
379,marzuq,14.4,46.4667,60.66,14,12,6.44,YE,1676336160
380,juan aldama,24.2908,-103.3944,60.21,28,100,23.87,MX,1676336160
381,cantapoy,9.4906,125.4364,78.84,83,100,4.61,PH,1676336161
382,nanhai,30.1282,111.7784,39.92,63,100,6.06,CN,1676336161
383,san-pedro,4.7485,-6.6363,79.36,90,6,5.7,CI,1676336162
384,contamana,-7.3333,-75.0167,73.98,84,100,2.71,PE,1676336162
385,vilyuysk,63.7553,121.6247,-15.25,99,100,2.75,RU,1676336163
386,tortoli,39.9256,9.6572,51.62,76,0,6.91,IT,1676336163
387,santa pola,38.1917,-0.5658,54.41,74,75,6.91,ES,1676336163
388,maroua,10.591,14.3159,72.41,20,20,10.74,CM,1676336164
389,zemio,5.0314,25.1361,74.23,25,18,5.66,CF,1676336164
390,nuevitas,21.5453,-77.2644,71.1,72,71,8.55,CU,1676336165
391,pontianak,-0.0333,109.3333,73.38,100,100,3.44,ID,1676336165
392,del carmen,9.8694,125.9697,78.22,86,95,4.12,PH,1676336166
393,clyde river,70.4692,-68.5914,-30.77,68,0,3.44,CA,1676336166
394,namibe,-15.1961,12.1522,71.01,82,88,6.6,AO,1676336144
395,marigot,18.0667,-63.0833,77.04,88,40,10.36,MF,1676335946
396,kropotkin,45.4375,40.5756,29.97,76,96,19.95,RU,1676336167
397,kaposvar,46.3667,17.8,35.82,89,6,5.5,HU,1676336167
398,murino,60.0494,30.4459,35.55,81,87,12.48,RU,1676336168
399,ballina,-28.8667,153.5667,79.02,89,78,11.52,AU,1676335925
400,ciudad bolivar,8.1222,-63.5497,81.18,67,99,12.84,VE,1676336133
401,casabianca,5.0796,-75.1206,58.82,94,95,2.21,CO,1676336169
402,puerto quijarro,-17.7833,-57.7667,74.55,95,96,3.4,BO,1676336169
403,alice springs,-23.7,133.8833,90.95,40,0,19.57,AU,1676335808
404,saint-paul,-21.0096,55.2707,75.31,92,14,1.01,RE,1676336030
405,labuhan,-6.8844,112.2051,79.7,79,70,7.16,ID,1676336170
406,lorengau,-2.0226,147.2712,85.42,68,98,4.38,PG,1676335927
407,lozova,48.8894,36.3176,30.51,98,100,16.87,UA,1676336171
408,westport,41.1415,-73.3579,51.22,66,0,4.61,US,1676336025
409,dwarka,22.2394,68.9678,69.78,42,13,8.23,IN,1676336172
410,pangnirtung,66.1451,-65.7125,-31.0,33,20,2.3,CA,1676336172
411,yumen,40.2833,97.2,18.32,76,4,6.26,CN,1676336061
412,khasan,42.4308,130.6434,19.51,49,1,16.53,RU,1676336173
413,iwanai,42.9744,140.5089,27.64,65,100,9.78,JP,1676336173
414,saint-francois,46.4154,3.9054,27.84,93,0,2.3,FR,1676336174
415,yerbogachen,61.2767,108.0108,-22.86,100,99,2.48,RU,1676336174
416,moratuwa,6.773,79.8816,73.42,87,30,1.23,LK,1676336174
417,amapa,1.0,-52.0,73.26,98,100,3.85,BR,1676336041
418,invermere,50.5167,-116.0354,25.21,89,95,1.83,CA,1676336175
419,atambua,-9.1061,124.8925,75.4,89,100,6.71,ID,1676335855
420,kabompo,-13.5927,24.2008,61.99,97,100,3.31,ZM,1676336176
421,la ronge,55.1001,-105.2842,35.85,80,100,17.27,CA,1676336177
422,asau,46.4333,26.4,36.52,90,33,7.4,RO,1676336177
423,sangar,63.9242,127.4739,-33.0,94,100,7.14,RU,1676336177
424,broken hill,-31.95,141.4333,73.0,30,0,14.41,AU,1676336082
425,sur,22.5667,59.5289,70.43,51,57,4.25,OM,1676335996
426,sao felix do xingu,-6.6447,-51.995,75.72,86,92,2.21,BR,1676336178
427,turbat,26.0023,63.044,65.16,48,99,1.23,PK,1676336179
428,puerto del rosario,28.5004,-13.8627,64.15,63,100,14.97,ES,1676336179
429,san cristobal,7.7669,-72.225,66.72,84,26,1.5,VE,1676336086
430,havre-saint-pierre,50.2334,-63.5986,14.0,71,0,8.05,CA,1676336172
431,natchez,31.5604,-91.4032,64.62,44,0,5.75,US,1676336180
432,porto novo,6.4965,2.6036,84.02,84,9,4.76,BJ,1676335963
433,guerrero negro,27.9769,-114.0611,60.03,67,0,17.81,MX,1676335844
434,dunedin,-45.8742,170.5036,63.81,75,1,3.0,NZ,1676335831
435,chapais,49.7834,-74.8492,20.98,97,100,7.58,CA,1676336181
436,adrar,20.5022,-10.0711,69.33,25,100,13.51,MR,1676336182
437,abengourou,6.7297,-3.4964,74.93,92,11,2.73,CI,1676336182
438,east london,-33.0153,27.9116,72.21,91,2,10.98,ZA,1676335771
439,yaan,7.3833,8.5667,80.17,15,100,5.88,NG,1676336183
440,namatanai,-3.6667,152.4333,84.65,67,100,3.15,PG,1676335792
441,atar,20.5169,-13.0499,72.27,43,100,6.08,MR,1676336184
442,raga,8.4596,25.678,70.34,21,0,3.8,SS,1676336184
443,mangrol,21.1167,70.1167,68.43,27,5,10.87,IN,1676336185
444,kearney,40.6995,-99.0815,46.31,56,0,13.8,US,1676336185
445,ust-omchug,61.15,149.6333,-21.15,94,100,6.76,RU,1676335976
446,srandakan,-7.9386,110.2506,77.45,87,97,5.19,ID,1676336186
447,tshikapa,-6.4167,20.8,69.84,91,86,1.03,CD,1676335866
448,nikolayevsk-na-amure,53.1406,140.73,-5.13,92,100,5.7,RU,1676336187
449,san policarpo,12.1791,125.5072,79.79,86,48,12.91,PH,1676336187
450,ngong,-1.3618,36.6566,61.09,55,0,11.5,KE,1676336187
451,praia,14.9215,-23.5087,68.54,77,40,19.57,CV,1676336188
452,jasper,37.2001,-94.3502,54.84,49,100,1.01,US,1676336188
453,huarmey,-10.0681,-78.1522,74.82,84,100,5.55,PE,1676336189
454,anadyr,64.75,177.4833,-21.5,67,20,13.42,RU,1676335935
455,lufilufi,-13.8745,-171.5986,87.58,71,87,7.23,WS,1676336189
456,sovetskaya gavan,48.9723,140.2878,1.24,84,100,11.45,RU,1676336190
457,eravur,7.7733,81.6095,77.54,66,69,5.86,LK,1676336190
458,alta floresta,-9.8756,-56.0861,77.38,81,100,2.33,BR,1676336191
459,iskele,39.484,26.9278,35.69,75,0,9.22,TR,1676336191
460,coro,11.4045,-69.6734,75.7,88,14,15.23,VE,1676336192
461,ziro,27.6333,93.8333,29.14,87,0,2.91,IN,1676336192
462,calama,-22.4667,-68.9333,70.29,32,0,21.85,CL,1676336193
463,moindou,-21.6924,165.677,79.86,57,6,9.84,NC,1676336193
464,yablonovo,50.8523,37.3574,32.23,97,100,18.52,RU,1676336194
465,deputatskiy,69.3,139.9,-42.79,96,17,3.87,RU,1676336194
466,nouakchott,18.0858,-15.9785,73.33,62,100,18.25,MR,1676335914
467,pringsewu,-5.3582,104.9744,76.21,79,100,0.87,ID,1676336195
468,novyy urengoy,66.0833,76.6333,10.0,94,100,12.77,RU,1676336195
469,havoysund,70.9963,24.6622,34.03,69,100,12.35,NO,1676336195
470,caceres,39.522,-6.3748,45.03,75,100,8.48,ES,1676336196
471,sumy,50.9216,34.8003,32.52,98,100,16.67,UA,1676336196
472,rio grande,-32.035,-52.0986,84.31,70,71,17.63,BR,1676336197
473,tansen,27.8673,83.5467,42.31,56,0,4.94,NP,1676336197
474,kulpahar,25.3167,79.65,52.75,24,0,6.85,IN,1676336197
475,carndonagh,55.25,-7.2667,43.25,90,1,9.86,IE,1676336198
476,ahmadabad,23.0333,72.6167,62.64,48,0,2.3,IN,1676336045
477,sola,-13.8833,167.55,81.25,78,98,12.66,VU,1676336198
478,divnomorskoye,44.5011,38.1353,37.8,75,99,19.77,RU,1676336199
479,lazaro cardenas,17.9583,-102.2,78.19,71,4,9.04,MX,1676336031
480,uyuni,-20.4597,-66.825,56.8,45,99,19.04,BO,1676336199
481,fairlie,55.756,-4.8556,43.18,83,89,1.01,GB,1676336199
482,gunjur,13.2019,-16.7339,78.87,47,7,14.97,GM,1676336200
483,kampot,10.6167,104.1833,75.25,79,99,1.12,KH,1676335969
484,along,28.1667,94.7667,49.75,75,0,2.28,IN,1676336200
485,razole,16.4833,81.8333,66.94,96,19,2.93,IN,1676336201
486,can,40.0333,27.0524,30.06,87,6,1.72,TR,1676336124
487,hauterive,46.0901,3.4459,36.36,72,0,2.98,FR,1676336201
488,uruzgan,32.8333,66.0,42.22,65,97,5.41,AF,1676336202
489,komsomolskiy,40.4272,71.7189,32.72,80,100,2.3,UZ,1676336195
490,chichimila,20.6167,-88.2167,78.85,66,0,5.01,MX,1676336202
491,kargat,55.1956,80.2811,-18.8,100,93,4.45,RU,1676336203
492,omsukchan,62.5333,155.8,-20.16,96,100,7.43,RU,1676336203
493,escanaba,45.7453,-87.0646,35.91,48,0,5.75,US,1676335945
494,nandura,20.8333,76.45,61.77,19,0,2.64,IN,1676336204
495,dongsheng,39.8161,109.9776,18.63,38,100,2.82,CN,1676336204
496,sabang,5.8933,95.3214,81.34,74,49,9.75,ID,1676336204
497,urengoy,65.9667,78.3667,10.51,94,100,13.53,RU,1676336205
498,college,64.8569,-147.8028,-0.2,76,75,0.0,US,1676335716
499,kamenka,51.3223,42.7678,21.43,95,100,11.81,RU,1676336205
500,newport,51.5877,-2.9984,43.43,91,0,2.13,GB,1676335845
501,wainwright,52.839,-110.8572,27.7,86,24,13.91,CA,1676336169
502,carutapera,-1.195,-46.02,76.8,92,100,6.17,BR,1676336000
503,barmer,25.75,71.3833,59.22,12,0,3.44,IN,1676336206
504,buala,-8.145,159.5921,85.57,69,100,4.25,SB,1676336206
505,burns lake,54.2331,-125.7533,31.42,77,100,7.0,CA,1676336207
506,black river,18.0264,-77.8487,76.23,74,58,3.04,JM,1676335806
507,hervey bay,-25.2986,152.8535,78.03,91,33,7.0,AU,1676336207
508,puerto leguizamo,-0.1934,-74.7819,72.82,98,84,3.22,CO,1676336207
509,trairi,-3.2778,-39.2689,77.68,89,100,7.23,BR,1676336041
510,iralaya,15.0,-83.2333,76.78,78,0,11.14,HN,1676336208
511,kourou,5.1552,-52.6478,75.25,96,100,8.97,GF,1676336208
512,rapid valley,44.0625,-103.1463,55.6,21,0,12.66,US,1676336209
513,general roca,-39.0333,-67.5833,72.63,23,100,27.4,AR,1676336209
514,chiredzi,-21.05,31.6667,70.38,98,100,5.5,ZW,1676336174
515,bilibino,68.0546,166.4372,-27.31,98,73,1.28,RU,1676336210
516,waitati,-45.75,170.5667,63.81,75,26,14.85,NZ,1676336210
517,hobyo,5.3505,48.5268,77.04,66,93,15.23,SO,1676336001
518,port blair,11.6667,92.75,68.04,94,2,0.0,IN,1676336021
519,mariakani,-3.8633,39.4736,70.72,94,75,3.87,KE,1676336051
520,macapsing,15.6783,121.1319,78.78,62,10,3.62,PH,1676336211
521,kingaroy,-26.5333,151.8333,85.19,51,84,7.83,AU,1676336211
522,rocha,-34.4833,-54.3333,70.61,79,90,3.4,UY,1676336158
523,teguise,29.0605,-13.564,59.22,72,87,16.11,ES,1676336212
524,tautira,-17.7333,-149.15,80.98,78,21,13.85,PF,1676335817
525,bradford,53.7939,-1.7521,41.79,91,0,1.97,GB,1676336212
526,kalmunai,7.4167,81.8167,75.58,75,43,5.86,LK,1676336212
527,cap malheureux,-19.9842,57.6142,77.47,80,8,5.99,MU,1676336213
528,oussouye,12.485,-16.5469,84.38,38,4,17.96,SN,1676336154
529,muroto,33.2833,134.15,46.18,57,64,8.86,JP,1676336213
530,walvis bay,-22.9575,14.5053,63.55,88,7,5.75,NA,1676335945
531,singaraja,-8.112,115.0882,80.91,76,100,4.27,ID,1676336214
532,makaleng,-20.9,27.2833,68.22,88,89,9.06,BW,1676336214
533,krasnoarmeysk,51.0239,45.6969,13.69,94,100,7.47,RU,1676336215
534,hailin,44.5833,129.4167,8.71,73,10,7.11,CN,1676336215
535,maracacume,-2.0428,-45.9592,73.96,96,100,3.09,BR,1676336216
536,nador,35.174,-2.9287,59.25,82,75,12.66,MA,1676336216
537,roald,62.5833,6.1333,43.72,75,11,5.75,NO,1676336153
538,istok,42.7808,20.4875,33.19,75,39,3.0,XK,1676336217
539,gerash,27.6652,54.1371,50.14,47,100,1.72,IR,1676336217
540,meulaboh,4.1363,96.1285,75.88,90,85,5.91,ID,1676335997
541,cabedelo,-6.9811,-34.8339,81.27,79,74,11.59,BR,1676336218
542,phan thiet,10.9333,108.1,78.1,72,43,6.15,VN,1676336218
543,birjand,32.8663,59.2211,45.07,76,100,9.22,IR,1676336218
544,ampanihy,-24.7,44.75,72.73,87,0,1.88,MG,1676336219
545,abadan,30.3392,48.3043,53.55,54,75,9.22,IR,1676336219
546,sao joao da barra,-21.6403,-41.0511,78.89,89,100,14.72,BR,1676336096
547,ola,59.5833,151.2833,3.15,90,100,12.39,RU,1676336220
548,sao francisco,-15.9486,-44.8644,75.18,63,100,4.07,BR,1676336220
549,loikaw,19.6742,97.2094,60.53,44,2,2.26,MM,1676336221
550,vaitape,-16.5167,-151.75,82.42,74,17,14.07,PF,1676336103
551,gien,47.6933,2.6309,39.9,69,0,4.07,FR,1676336221
552,amahai,-3.3333,128.9167,85.26,65,100,3.98,ID,1676336222
553,monrovia,6.3005,-10.7969,76.77,91,79,5.03,LR,1676336222
554,the pas,53.8251,-101.2541,30.22,74,75,4.61,CA,1676336223
555,barcelos,41.5388,-8.6151,54.68,73,95,5.28,PT,1676335895
556,saint-augustin,51.226,-58.6502,-2.88,93,62,6.76,CA,1676336224
557,klaksvik,62.2266,-6.589,45.52,90,89,28.27,FO,1676335867
558,hambantota,6.1241,81.1185,70.14,100,0,2.3,LK,1676336096
559,praia da vitoria,38.7333,-27.0667,53.76,81,20,20.83,PT,1676336225
560,arona,28.0996,-16.681,57.83,72,20,6.91,ES,1676336225
561,sinnamary,5.3833,-52.95,75.96,95,100,10.71,GF,1676335775
562,matara,5.9485,80.5353,71.38,85,0,7.9,LK,1676336150
563,obama,35.4958,135.746,37.96,63,100,23.71,JP,1676336226
564,coahuayana,18.7333,-103.6833,75.2,65,5,3.56,MX,1676336226
565,formosa,-26.1775,-58.1781,85.98,74,75,18.41,AR,1676336227
566,rafaela,-31.2503,-61.4867,81.99,47,0,8.05,AR,1676336227
567,bosaso,11.2842,49.1816,71.83,79,15,2.17,SO,1676336228
568,marovoay,-16.1,46.6333,73.17,92,84,1.99,MG,1676336228
569,san miguelito,9.0333,-79.5,81.66,67,20,9.22,PA,1676336229
570,ulladulla,-35.35,150.4667,68.59,59,70,11.18,AU,1676336229
571,hualmay,-11.0964,-77.6139,73.89,86,100,9.19,PE,1676335924
